time              Acceleration                 	Velocity                 Angel_Acceleration            	Angel_Velocity
1.5600s     (0.00000,1.57000,0.00000)    (0.00000,2.44920,0.00000)    (0.00000,0.00000,-3.11585)    (0.00000,0.00000,0.66764)
1.5700s     (0.00000,1.57000,0.00000)    (0.00000,2.46490,0.00000)    (0.00000,0.00000,-2.02463)    (0.00000,0.00000,0.64740)
1.5800s     (0.00000,1.57000,0.00000)    (0.00000,2.48060,0.00000)    (0.00000,0.00000,0.92860)    (0.00000,0.00000,0.65668)
1.5900s     (0.00000,1.57000,0.00000)    (0.00000,2.49630,0.00000)    (0.00000,0.00000,3.03199)    (0.00000,0.00000,0.68700)
1.6000s     (0.00000,1.57000,0.00000)    (0.00000,2.51200,0.00000)    (0.00000,0.00000,2.29536)    (0.00000,0.00000,0.70996)
1.6100s     (0.00000,1.57000,0.00000)    (0.00000,2.52770,0.00000)    (0.00000,0.00000,-0.62690)    (0.00000,0.00000,0.70369)
1.6200s     (0.00000,1.57000,0.00000)    (0.00000,2.54340,0.00000)    (0.00000,0.00000,-2.95815)    (0.00000,0.00000,0.67410)
1.6300s     (0.00000,1.57000,0.00000)    (0.00000,2.55910,0.00000)    (0.00000,0.00000,-2.41598)    (0.00000,0.00000,0.64994)
1.6400s     (0.00000,1.57000,0.00000)    (0.00000,2.57480,0.00000)    (0.00000,0.00000,0.51202)    (0.00000,0.00000,0.65507)
1.6500s     (0.00000,1.57000,0.00000)    (0.00000,2.59050,0.00000)    (0.00000,0.00000,2.94018)    (0.00000,0.00000,0.68447)
1.6600s     (0.00000,1.57000,0.00000)    (0.00000,2.60620,0.00000)    (0.00000,0.00000,2.40931)    (0.00000,0.00000,0.70856)
1.6700s     (0.00000,1.57000,0.00000)    (0.00000,2.62190,0.00000)    (0.00000,0.00000,-0.58365)    (0.00000,0.00000,0.70272)
1.6800s     (0.00000,1.57000,0.00000)    (0.00000,2.63760,0.00000)    (0.00000,0.00000,-2.98524)    (0.00000,0.00000,0.67287)
1.6900s     (0.00000,1.57000,0.00000)    (0.00000,2.65330,0.00000)    (0.00000,0.00000,-2.27524)    (0.00000,0.00000,0.65012)
1.7000s     (0.00000,1.57000,0.00000)    (0.00000,2.66900,0.00000)    (0.00000,0.00000,0.84364)    (0.00000,0.00000,0.65856)
1.7100s     (0.00000,1.57000,0.00000)    (0.00000,2.68470,0.00000)    (0.00000,0.00000,3.07120)    (0.00000,0.00000,0.68927)
1.7200s     (0.00000,1.57000,0.00000)    (0.00000,2.70040,0.00000)    (0.00000,0.00000,1.98634)    (0.00000,0.00000,0.70913)
1.7300s     (0.00000,1.57000,0.00000)    (0.00000,2.71610,0.00000)    (0.00000,0.00000,-1.27314)    (0.00000,0.00000,0.69640)
1.7400s     (0.00000,1.57000,0.00000)    (0.00000,2.73180,0.00000)    (0.00000,0.00000,-3.13697)    (0.00000,0.00000,0.66503)
1.7500s     (0.00000,1.57000,0.00000)    (0.00000,2.74750,0.00000)    (0.00000,0.00000,-1.50076)    (0.00000,0.00000,0.65002)
1.7600s     (0.00000,1.57000,0.00000)    (0.00000,2.76320,0.00000)    (0.00000,0.00000,1.83687)    (0.00000,0.00000,0.66839)
1.7700s     (0.00000,1.57000,0.00000)    (0.00000,2.77890,0.00000)    (0.00000,0.00000,3.08710)    (0.00000,0.00000,0.69926)
1.7800s     (0.00000,1.57000,0.00000)    (0.00000,2.79460,0.00000)    (0.00000,0.00000,0.77874)    (0.00000,0.00000,0.70705)
1.7900s     (0.00000,1.57000,0.00000)    (0.00000,2.81030,0.00000)    (0.00000,0.00000,-2.44513)    (0.00000,0.00000,0.68260)
1.8000s     (0.00000,1.57000,0.00000)    (0.00000,2.82600,0.00000)    (0.00000,0.00000,-2.79659)    (0.00000,0.00000,0.65463)
1.8100s     (0.00000,1.57000,0.00000)    (0.00000,2.84170,0.00000)    (0.00000,0.00000,0.18343)    (0.00000,0.00000,0.65647)
1.8200s     (0.00000,1.57000,0.00000)    (0.00000,2.85740,0.00000)    (0.00000,0.00000,2.95124)    (0.00000,0.00000,0.68598)
1.8300s     (0.00000,1.57000,0.00000)    (0.00000,2.87310,0.00000)    (0.00000,0.00000,2.13779)    (0.00000,0.00000,0.70736)
1.8400s     (0.00000,1.57000,0.00000)    (0.00000,2.88880,0.00000)    (0.00000,0.00000,-1.30399)    (0.00000,0.00000,0.69432)
